电影·频道,#genre#
CHC动作电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC家庭影院,http://111.20.41.242/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8?from=everydaytv4.2
CHC家庭影院,http://39.134.19.252:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://117.148.179.147/PLTV/88888888/224/3221231799/index.m3u8
CHC家庭影院,http://39.134.19.251:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
CHC家庭影院,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC高清电影,http://39.134.19.252:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CHC高清电影,http://39.134.19.251:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
百视通轮播(谍战),http://39.135.55.105:6610/PLTV/88888888/224/3221227045/index.m3u8?servicetype=1
百视通轮播(科幻),http://39.135.55.105:6610/PLTV/88888888/224/3221227037/index.m3u8?servicetype=1
百视通轮播1,http://39.135.55.105:6610/PLTV/88888888/224/3221227134/index.m3u8?servicetype=1
百视通轮播2,http://39.135.55.105:6610/PLTV/88888888/224/3221227036/index.m3u8?servicetype=1
百视通轮播3,http://39.135.55.105:6610/PLTV/88888888/224/3221227130/index.m3u8?servicetype=1
军旅剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625643517
宫廷正剧,http://112.49.48.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c54_lb_152_600_t10/c54_lb_152_600_t10.m3u8
周星驰,http://121.51.249.6/tx.hls.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.m3u8
科幻电影2,http://121.51.249.6/tx.hls.huya.com/src/1423782061-1423782061-6115097388626477056-2847687578-10057-A-0-1.m3u8
无名1,http://121.51.249.6/tx.hls.huya.com/src/1423787865-1423787865-6115122316616663040-2847699186-10057-A-0-1.m3u8
甄子丹,http://121.51.249.6/tx.hls.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1.m3u8
高分动作,http://121.51.249.6/tx.hls.huya.com/src/1423782047-1423782047-6115097328496934912-2847687550-10057-A-0-1.m3u8
周潤發,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
周星馳,http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
成龍,http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
張國榮,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
郭富城,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
吳京,http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
劉德華,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
楊冪,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
劉亦菲,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
古天樂,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
金庸頻道,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
喜劇聯盟,http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
郭富城影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528330
高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
高分影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198191
懷舊老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
午夜失眠劇場,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
雲上電影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
每日科幻電影,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
殭屍劇場,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
TVB劇場,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
新片放映廳,http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
盜墓,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
試膽大會,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
高能燒腦時刻,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
4K劇場,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
愛情公寓,http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
軍旅劇場,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
少林劇場,http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
神探狄仁傑,http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
黃金劇場,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
追劇少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
古龍作品集,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
經典賀歲片,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
每日薦影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
武俠劇場,http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
李焕英,http://121.51.249.6/tx.hls.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1.m3u8
成龙,http://121.51.249.6/tx.hls.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.m3u8
李连杰,http://121.51.249.6/tx.hls.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.m3u8
刘德华,http://121.51.249.6/tx.hls.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8
科幻电影,http://121.51.249.6/tx.hls.huya.com/src/1448738325-1448738325-6222283726336819200-3048991600-10057-A-0-1.m3u8
无名2,http://121.51.249.6/tx.hls.huya.com/src/1356780980-1356780980-5827329936934830080-2713685416-10057-A-0-1.m3u8
林正英3,http://121.51.249.6/tx.hls.huya.com/src/1448686695-1448686695-6222061977175326720-2847687574-10057-A-0-1.m3u8
周润发,http://121.51.249.6/tx.hls.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.m3u8
金庸的武侠,http://121.51.249.6/tx.hls.huya.com/src/1394575562-1394575562-5989656430590820352-2789274580-10057-A-0-1.m3u8
恐怖片,http://121.51.249.6/tx.hls.huya.com/src/1449698763-1449698763-6226408776136654848-2847699120-10057-A-0-1.m3u8
港片女神,http://121.51.249.6/tx.hls.huya.com/src/1449698962-1449698962-6226409630835146752-2789274564-10057-A-0-1.m3u8
成奎安喜剧,http://121.51.249.6/tx.hls.huya.com/src/1423787870-1423787870-6115122338091499520-2847699196-10057-A-0-1.m3u8
黄渤,http://121.51.249.6/tx.hls.huya.com/src/1448737849-1448737849-6222281681932386304-2847687520-10057-A-0-1.m3u8
嫣然,http://121.51.249.6/tx.hls.huya.com/src/1524418101-1524418101-6547325889225424896-3048959658-10057-A-0-1.m3u8
吴京,http://121.51.249.6/tx.hls.huya.com/src/1524439836-1524439836-6547419240339603456-3049003128-10057-A-0-1.m3u8
周润发影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984
古龙作品集,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528313
周星驰影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112
成龙作品集,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707671890
张国荣影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707689526
刘德华影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315648
金庸频道,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774640
新片放映厅,http://112.74.200.9:88/tv000000/m3u8.php?/migu/619495952
欢笑剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623674859
盗墓,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625525181
经典影电速看,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198751
试胆大会,http://112.74.200.9:88/tv000000/m3u8.php?/migu/637483721
高能烧脑时刻,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625542365
杨幂影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625542372
刘亦非影电展播,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528386
咪咕云上电影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625703337
咪咕暑期剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198692
黄金剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625155140
少林剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625526423
高清大片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/629943678
古天乐影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198610
热剧联播,http://112.74.200.9:88/tv000000/m3u8.php?/migu/629943613
喜剧联盟,http://112.74.200.9:88/tv000000/m3u8.php?/migu/637444830
僵尸剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627033504
深夜失眠剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625759558
神探狄仁杰,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625574493
红色谍战剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/634274665
经典贺岁片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774662
每日科幻电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625204865
追剧少女,http://112.74.200.9:88/tv000000/m3u8.php?/migu/617432318
怀旧老片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/621640582
武侠剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198822
盗墓笔记,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625681367
葛优作品集,http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
SNH48剧场公演,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
红色谍战剧场,http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
雪鹰哥麻辣车评,http://zzy789.xyz/douyu1.php?id=482114
李子柒,http://zzy789.xyz/douyu1.php?id=2901080
李子柒,http://hls-ott-zhibo.wasu.tv/live/443/index.m3u8
赵本山经典小品轮播,http://zzy789.xyz/douyu1.php?id=9817716
经典小品轮播,http://zzy789.xyz/douyu1.php?id=9322175
经典小品,http://zzy789.xyz/douyu1.php?id=9067836
世界未解之谜,http://zzy789.xyz/douyu1.php?id=9369468
周末电影院2,http://zzy789.xyz/douyu1.php?id=3637765
电影沈腾周星驰,http://zzy789.xyz/douyu1.php?id=85894
赵本山春晚经典,http://zzy789.xyz/douyu1.php?id=9406415
墨逗电影,http://zzy789.xyz/douyu1.php?id=9614847
国产青春动作喜剧,http://zzy789.xyz/douyu1.php?id=5423
欧美日韩国产,http://zzy789.xyz/douyu1.php?id=36337
经典科幻动作灾难巨兽,http://zzy789.xyz/douyu1.php?id=252802
科幻动作经典喜剧,http://zzy789.xyz/douyu1.php?id=4332
漫威主线剧情,http://zzy789.xyz/douyu1.php?id=6140589
60帧喜剧科幻电影,http://zzy789.xyz/douyu1.php?id=6537888
[豆瓣高分]史上最佳,http://zzy789.xyz/douyu1.php?id=8770422
60帧 极致蓝光,http://zzy789.xyz/douyu1.php?id=747764
可乐电影欧美,http://zzy789.xyz/douyu1.php?id=20415
小宇60帧科幻电影,http://zzy789.xyz/douyu1.php?id=323876
女神影院,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
欧美大片1,http://117.148.179.163/PLTV/88888888/224/3221231504/index.m3u8
欧美大片2,http://117.148.179.163/PLTV/88888888/224/3221231565/index.m3u8
欧美电影,https://weyyak-live.akamaized.net/weyyak_action/index.m3u8
欧美电影,http://117.148.179.132/PLTV/88888888/224/3221231504/index.m3u8?
欧美电影,http://117.148.179.132/PLTV/88888888/224/3221231583/index.m3u8?
欧美电影,http://39.134.66.2/PLTV/88888888/224/3221225521/index.m3u8
欧美电影,http://117.148.179.134/PLTV/88888888/224/3221231621/index.m3u8
欧美电影,http://ikuai9.com:4000/udp/239.93.0.97:5140
欧美电影,http://117.148.179.132/PLTV/88888888/224/3221231672/index.m3u8?
欧美剧,http://117.148.179.132/PLTV/88888888/224/3221231699/index.m3u8
欧美影院,http://39.136.48.4:8089/PLTV/88888888/224/3221226345/index.m3u8
欧美影院,http://cache.ott.fifalive.itv.cmvideo.cn:80/7185203501769528108/index.m3u8?channel-id=wasusyt&Contentid=7185203501769528108&livemode=1&stbId=no
欧美影院,http://sd.jilu8.cn/3221226345/index.m3u8
欧洲大片,http://117.148.179.163/PLTV/88888888/224/3221231568/index.m3u8
欧洲环游,http://42.56.91.136:80/live-bvc/285487/live_68057278_4570624.m3u8
偶像电影,http://117.148.179.134/PLTV/88888888/224/3221231640/index.m3u8
哈哈炫动_蓝光超清LD[785*576],http://39.134.66.66/PLTV/88888888/224/3221225534/index.m3u8
精品大剧_蓝光超清LD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
惊悚悬疑_蓝光超清LD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225553/index.m3u8
动作电影_蓝光超清LD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225555/index.m3u8
超级电视剧HD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
超级电影台HD[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
K K_喜剧电影[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
K K_女神影院[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
喜剧电影[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
女神影院[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
4K剧场[1280*720],http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
4K剧场[1280*720],http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
爱情公寓[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
爱情公寓[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
红色谍战剧场[1280*720],http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
红色谍战剧场[1280*720],http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
少林剧场[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
少林剧场[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
神探狄仁杰[1280*720],http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
神探狄仁杰[1280*720],http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
黄金剧场[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
黄金剧场[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
追剧少女[1280*720],http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
追剧少女[1280*720],http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
古龙作品集[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
古龙作品集[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
经典贺岁片[1280*720],http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
经典贺岁片[1280*720],http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
福州影视FHD[1920*1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福州影视FHD[1920*1080],http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
海西影视[720*576],http://stream.haixitv.cn/1/sd/live.m3u8
海西影视[720*576],http://stream.haixitv.cn/1/sd/live.m3u8
体育赛事FHD[1920*1080],http://39.134.67.6:80/wh7f454c46tw2029879648_2093826562/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/1590394299-1.m3u8
体育赛事FHD[1920*1080],http://39.134.67.6:80/wh7f454c46tw2029879648_2093826562/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/1590394299-1.m3u8
数码时代高清FHD[1920*1080],http://yd-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
数码时代高清FHD[1920*1080],http://yd-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
电影[1920*800],https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0000/c51103da90f442339e892f8711ab0998
电影[1920*800],https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0000/c51103da90f442339e892f8711ab0998
韩国劲舞[1280*720],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgv5iohQYo__u7rAY.mp4
喜剧联盟[1280*720],http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
怀旧老片[1280*720],http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
古龙作品集[859*480],http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528313
周星驰影院[859*480],http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112
林正英电影[1280*720],https://3954-quic.liveplay.myqcloud.com/live/3954_363783415.flv
林正英电影[1280*720],https://3954-quic.liveplay.myqcloud.com/live/3954_363783415.flv
kk影视[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
女神经典[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
求索科学[1920*1080],http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8
新片放映廳[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
新片放映廳[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
盜墓方法論[1280*720],http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
盜墓方法論[1280*720],http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
試膽大會[1280*720],http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
試膽大會[1280*720],http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
高能燒腦時刻[1280*720],http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
高能燒腦時刻[1280*720],http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
军旅剧场[1280*720],http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
SNH48剧场公演[1280*720],http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
武侠剧场[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
四海钓鱼[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231718/index.m3u8
4k国际电影[1280*720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
相声专场[852*478],http://bp-caster.bestv.com.cn/512/1/video.m3u8
电影-1[852*478],http://bp-caster.bestv.com.cn/494/1/video.m3u8
电影-2[852*478],http://bp-caster.bestv.com.cn/532/1/video.m3u8
电影-4[852*478],http://bp-caster.bestv.com.cn/490/1/video.m3u8
电影-5[852*478],http://bp-caster.bestv.com.cn/480/1/video.m3u8
七彩戏剧[848*478],https://bp-caster.bestv.com.cn/250/1/video.m3u8
星光影视HD[1280*720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
蓝光影[1280*720],http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
kk电影频道1[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
kk电影频道1[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
kk电影频道2[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
kk电影频道2[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
SNH48劇場公演[1280*720],http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
SNH48劇場公演[1280*720],http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
周潤發[1280*720],http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
周星馳[1280*720],http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
成龍[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
張國榮[1280*720],http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
郭富城[1280*720],http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
吳京[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
劉德華[1280*720],http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
楊冪[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
劉亦菲[1280*720],http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
古天樂[1280*720],http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
金庸頻道[1280*720],http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
金庸頻道[1280*720],http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
喜劇聯盟[1280*720],http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
古天樂影院[1280*720],http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
成龍作品集[1280*720],http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
張國榮影院[1280*720],http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
周潤發影院[1280*720],http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
懷舊老片[1280*720],http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
周星馳影院[1280*720],http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
午夜失眠劇場[1280*720],http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
吳京作品集[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
每日科幻電影[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
劉德華影院[1280*720],http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
殭屍劇場[1280*720],http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
劉亦菲影視展播[1280*720],http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
TVB劇場[1280*720],http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
楊冪作品集[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
4K劇場[1280*720],http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
愛情公寓[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
軍旅劇場[1280*720],http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
紅色諜戰劇場[1280*720],http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
少林劇場[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
神探狄仁傑[1280*720],http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
黃金劇場[1280*720],http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
追劇少女[1280*720],http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
古龍作品集[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
經典賀歲片[1280*720],http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
每日薦影[1280*720],http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
武俠劇場[1280*720],http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
KK_喜剧电影[1280*720],http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
KK_女神影院[1280*720],http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
南宁影视娱乐[1280*720],http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
超级电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225765/index.m3u8
超级电影,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
超级电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8
超级体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225767/index.m3u8
超级综艺,http://39.134.66.66/PLTV/88888888/224/3221225642/index.m3u8
超级综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225620/index.m3u8
亚洲影院,http://125.210.152.21:9120/live/YZYY.m3u8
长春电影频道HD,http://122.140.18.89:9901/tsfile/live/1005_1.m3u8
印度ZEE电影台 ,http://144.217.70.181:9587/hin2/ZEECINEMAHD/tracks-v1a1/mono.m3u8
CBN每日影院,http://113.50.66.47:8104/live.rxip.sc96655.com/live/mryy_4000.m3u8
卫视电影台,mitv://ns2.hellotvvod.com:9906/48e5078c3a954232a6d182ece9409eb7.ts
东森电影台,mitv://ns2.hellotvvod.com:9906/6dbd836f8b5542a1a3054b2487286f19.ts
纬来电影台,mitv://ns2.hellotvvod.com:9906/4c315afe673041a88ee8125bb9caff4a.ts
龙祥电影,mitv://ns2.hellotvvod.com:9906/66704d7827ec46a08907c11e29ab2d30.ts
东森洋片台,mitv://ns2.hellotvvod.com:9906/c33490e600e148b79fc7a3ce3dad55b8.ts
好莱坞电影台,mitv://ns2.hellotvvod.com:9906/4ccf820d465e47f78f5703217cef645a.ts
美亚电影台HD,mitv://ns2.hellotvvod.com:9906/beb09c716bbc4616a403b76fc9026512.ts
龙华电影,mitv://ns2.hellotvvod.com:9906/7c8f50a7352049b58dfc7bbb78aada8e.ts
星卫HD电影台,mitv://ns2.hellotvvod.com:9906/0542443a632841b5b962af8f287b7e6a.ts
靖天映画,mitv://ns2.hellotvvod.com:9906/60e1851230c042d99ebf62dfff667519.ts
靖天电影台,mitv://ns2.hellotvvod.com:9906/1a0fd7b6170841dc828a63854cdab358.ts
CHC动作电影,http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8
CHC动作电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC动作电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC高清电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CHC高清电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CHC家庭影院,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
CHC家庭影院,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
CHC家庭影院,http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8
华数4K影院,http://111.40.196.30/0000000000001000/1.m3u8?Contentid=6000000003000004748&livemode=1&stbId=1213&channel-id=wasusyt
CIBN微电影,http://211.94.219.178:18080/PLTV/68/224/3221226441/index.m3u8
CIBN经典剧场,http://211.94.219.178:18080/PLTV/68/224/3221226402/index.m3u8
CIBN古装剧场,http://211.94.219.178:18080/PLTV/68/224/3221226400/index.m3u8
CIBN骄阳剧场,http://211.94.219.178:18080/PLTV/68/224/3221226423/index.m3u8
1905电影,http://36.101.206.161/txdirect.hls.huya.com/src/1199513205060-1199513205060-5228390287876816896-2399026533576-10057-A-0-1.m3u8
电影_沈腾,http://1.117.152.239:39000/huya.php?id=11601968
电影_沈腾,http://epg.112114.xyz/huya/11601968
电影_成龙,http://1.117.152.239:39000/huya.php?id=11342386
电影_成龙,http://epg.112114.xyz/huya/11342386
电影_吴京,http://1.117.152.239:39000/huya.php?id=11602045
